Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,18,92.54,76.23,79.07,83.15,78.41,8.31,98.3,13.2,Low,10,7.3
Female,23,64.73,57.52,46.05,90.76,75.77,6.57,94.13,23.9,Medium,9,7.4
Male,23,50.38,95.24,90.74,83.48,62.77,2.2,57.17,11.6,Low,4,4.4
Female,21,64.83,94.91,78.8,99.47,97.43,0.65,82.77,13.4,High,9,7.3
Male,24,64.07,63.52,41.73,91.07,80.96,7.75,78,20.1,Medium,6,4.2
Female,19,94.5,66.06,82.89,75.97,61.51,2.19,59.64,5.9,Medium,4,8.5
Female,23,98.36,82.15,91.72,68.34,69.2,8.89,61.67,10.3,Medium,6,7.9
Female,21,53.52,79.78,79.67,84.11,86.06,1.3,78.19,9.4,Low,6,7.6
Female,21,73.56,62.94,41.83,79.51,64.88,6.16,66.06,13.2,Low,4,5.2
Female,19,77.42,64.85,91.48,81.47,93.98,6.92,91.74,24.4,Low,10,8.9
Female,22,54.65,60.88,83.95,67.15,58.28,6.58,54.89,27.7,Medium,5,8.6
Female,22,68.87,54.12,62.71,71.44,63.23,3.16,95.7,5.3,Medium,1,6.4
Male,22,65.85,67.49,59.72,77.9,57.24,8.76,92.03,11.4,High,9,4.2
Male,20,76.8,81.19,68.79,91.96,55.21,7.7,86.93,5.6,Medium,7,6.6
Female,24,83.06,84.52,92.03,88.15,65.02,5.1,63.13,26.5,High,5,4.8
Female,24,85.17,86.73,55.12,,99.96,6.03,85.75,10,High,5,7
Male,22,56.84,62.48,46.06,62.28,54.72,5.66,71.94,24.3,High,6,8.9
Male,19,90.65,85.88,91.88,51.33,60.65,9.47,81.69,5.8,Medium,8,7.8
Female,20,83.93,40.39,41.58,,63.58,8.96,65.63,15,Low,3,5.6
Male,24,94.45,68.62,94.66,61.22,80.96,2.35,91.79,14,Low,8,6
Male,22,72.47,87.63,58.34,89.97,87.27,2.63,52.03,13.2,High,3,8.7
Female,20,,77.8,70.49,95.24,87.6,9.81,84.57,19.3,Low,10,4.6
Female,19,,68.44,47.94,69.59,50.43,2.37,91.43,14.8,Low,5,8.5
Female,22,71.92,78.68,94.14,78.16,82.59,9.53,82.32,15.1,Low,5,4.4
Male,18,69.06,94.42,84.99,85.3,81.54,6.5,59.6,9.7,Medium,2,6.1
Female,23,96.64,73.98,95.45,97.65,75.88,0.5,64.25,15.4,High,1,7.7
Female,19,,87.99,80.99,95.65,68.96,3.36,75.75,23.5,Medium,3,6
Male,21,96.41,98.84,51.08,52.86,89.87,4.76,66.47,13.1,Low,10,6.9
Female,21,89.85,82.33,58.5,62.41,67.19,8.33,50.25,26.4,Medium,4,6.5
Male,19,80.46,74.4,69.21,52.46,61.5,3.29,52.03,9.2,Medium,7,7
Male,21,55.79,42.25,76.44,80.83,65.5,3.11,88.39,26.2,Low,7,4.9
Male,24,64.57,62.47,95.59,85.52,71.98,9.2,54.19,20.4,High,9,6.9
Male,19,98.44,73.93,63.04,,60.7,0.79,96.4,15.6,Medium,4,8.9
Male,18,65.97,87.83,82.18,92.69,80.38,5.52,72.14,5.9,Low,3,5
Male,19,54.66,66.29,97.66,72.64,94.21,5.04,87.91,8.2,Low,3,4.3
Female,22,85.38,97.6,49.14,99.92,79.77,0.57,56.28,15.4,Low,10,6
Female,22,86.7,56.31,91.76,50.02,72.33,0.88,96.33,26.9,High,10,5.9
Female,20,,84.67,65.24,55.47,89.84,3.82,51.69,28.9,Medium,1,4.6
Male,21,64.88,65.14,83.95,65.09,87.4,1.34,52.11,28.2,Low,6,6.9
Female,23,73.44,69.16,57.61,51.28,68.35,4.78,52.73,11.9,Low,4,6.2
Male,21,51.09,88.15,60.04,89.12,80.21,6.09,55.17,11.4,Medium,5,8.2
Female,24,89.47,57.77,41.63,52.64,86.49,6.91,74.34,23.5,Low,2,6.1
Male,19,65.85,45.81,98.28,87.45,62.27,5.46,89.41,28.5,Medium,8,8.9
Female,23,92.69,71.22,88.81,52.63,68.31,3.8,64.25,8.3,Low,10,7.9
Male,23,90.13,71.73,45.64,62.64,55.29,1.3,87.29,14.4,High,3,6.4
Female,21,83.07,87.83,99.97,,99.38,2.47,88.7,25.9,Medium,7,6.8
Male,23,66.24,98.1,76.3,,54.29,4.19,95.41,17.3,Low,9,8.3
Female,23,75.82,43.32,91.22,70.73,58.43,9.24,57.47,26.1,Low,9,7.9
Male,22,72.24,75.5,44,98.5,73.99,2.03,56.78,7.9,Medium,8,7.3
Female,18,66.94,80.88,63.37,81.34,93.26,4.13,56.1,24.4,Medium,3,5.3
Female,19,92.41,99.15,80.18,70.79,67.79,7.32,67.97,14.7,Medium,5,6.1
Female,21,74.18,96.56,46.39,90.14,88.43,7.05,74.47,22.3,High,10,7.9
Male,22,,82.75,69.33,64.77,83.8,9.66,73.08,12.3,Low,1,7.1
Male,24,55.26,71.31,66.56,,81.93,1.91,62.85,22.3,Low,7,8.8
Male,24,57.05,49.69,52.96,82.83,92.25,0.17,81.1,22.6,Medium,4,8.4
Male,20,,63.05,58.02,69.52,50.71,3.22,66.91,15.5,Medium,9,6.1
Male,23,,75.11,98.03,56.8,96.46,1.5,68.3,29.2,Medium,10,5.5
Female,23,75.49,83.51,57.32,,91.46,5.48,55.28,5,Low,8,4.6
Male,21,76.16,78.12,52.81,89.39,96.89,8.99,79.61,21.9,High,10,6
Female,18,60.76,82.85,72.17,83.8,89.68,6.88,82.76,27.7,Low,7,5.1
Female,18,85.94,65.75,80.26,70.59,93.93,1.36,87.9,26.4,Low,10,4.1
Male,21,54.24,83.66,83.51,94.81,60.15,1.16,95.2,19.1,Low,4,4.7
Female,21,78.67,48.62,85.25,70.54,65.96,9.11,88.3,27.4,Low,2,6.3
Male,22,78.54,49.76,42.21,,65.76,4.88,61.79,7.7,High,3,8.5
Male,24,95.71,49.77,63.63,,55.46,9.24,61.78,18.6,Low,8,5.6
Male,21,76.31,93.45,86.44,92.04,86.48,7.36,95.75,29.5,Medium,6,6.2
Female,24,,44.56,94.29,75.56,56.81,9.93,89.51,29.8,Low,3,5.9
Male,20,78.64,88.09,76.13,84.03,52.63,8.71,89.11,22,Low,10,5.8
Male,24,54.57,54.01,43.14,70.68,88.77,4.14,85.99,9.2,High,2,7.6
Male,22,60.19,68.11,63.8,82.36,95.23,7.58,63.36,7.8,High,8,6.5
Female,23,51.56,94.96,44.45,62.88,88.21,4.71,92.37,28.1,Low,9,6
Male,23,,75.16,84.91,71.74,91.27,2.33,57.14,27,Medium,7,8.7
Female,24,54.23,52.61,43.81,60.48,79.78,2.41,67.5,12.9,High,5,5.4
Female,23,73.47,57.05,51.14,51.91,94.39,3.97,67.32,28.3,Medium,8,8.2
Male,23,96.65,95.23,65.02,79.43,74.84,1.11,78.01,8.3,Medium,3,6.6
Female,19,85.99,65.63,67.76,93.22,99.42,1.78,73.17,12.4,Medium,4,6.2
Female,20,,75.22,64.39,51.28,55.17,5.01,72.99,21.1,Medium,3,4.3
Male,22,61.21,67.6,67.8,59.8,90.46,9.54,77.68,9.3,Low,3,8.3
Male,22,83.68,62.71,82.79,73.01,82.07,5.78,70.77,29.7,Medium,8,5.4
Male,23,94.74,53.4,62.16,83.29,79.03,4.08,62.5,10.6,Medium,3,7.4
Female,18,51.65,81.17,72.87,58.56,86.29,2.43,83.21,11.1,High,6,8.4
Male,22,90.62,83.09,58.2,52.83,92.01,1.96,89.53,16.9,Low,7,6.7
Female,20,,56.49,61.22,75.95,93.14,6.58,73.95,24.5,Low,1,7.2
Female,21,77.3,87.34,76.83,90.94,58.77,8.48,82.47,8,Low,8,5.7
Female,20,97.89,91.27,69.43,51.76,59.85,3.99,76.77,21.7,Medium,8,7.6
Female,23,87.38,95.24,83.38,67.47,50.81,5.51,52.95,7.5,Medium,4,7.3
Female,23,92.51,49.67,73.63,83.18,56.59,7.07,71.15,7.4,Low,8,6.2
Male,19,67.7,58.24,88.21,56.54,63.19,0.58,50.49,6,Medium,6,7.2
Male,24,77.72,91.62,66.6,61.8,86.05,3.51,83.09,18.6,Medium,7,5.3
Female,22,80.77,51.91,69.46,76.77,73.79,7.3,75.41,15.9,Low,3,7.3
Female,24,66.08,40.21,80.2,97.66,87.9,6.85,56.34,12.7,Low,3,7.4
Male,24,78.51,92.25,53.27,64.37,74.33,0.53,77.11,18.2,High,10,6.2
Male,22,61.83,59.59,63.16,74.38,77.78,2.38,94.92,17.5,Medium,10,5.2
Female,22,57.17,64.87,77.49,70,55.55,6.8,67.02,16.8,Medium,9,8
Female,23,68.7,66.78,41.73,94.87,88.83,2.71,99.12,9.3,High,10,7.8
Male,22,86.96,90.9,66.22,53.59,87.91,8.14,97.97,27.4,Low,10,4.3
Male,18,95.81,60.27,75.93,78.31,65.38,0.3,89.27,20.5,Low,9,6.5
Female,18,,93.54,98.04,92.31,66.43,1.9,90.69,8.2,Medium,3,4.5
Male,21,82.14,77.02,92.62,,60.98,2.81,70.53,11.4,Low,9,5.6
Male,22,55.15,71.64,56.84,84.94,90.69,9.25,70.13,24.1,High,3,6.1
Female,19,95.22,59.54,70.43,69,87.35,7.96,97.72,24.4,Low,4,4.9
Female,21,78.43,54.62,43.38,70.59,80.46,8.84,68.31,23.1,Low,3,6.3
Female,23,89.02,77.44,54.45,67.58,61.94,4.4,54.84,24.8,Low,5,7.5
Male,22,89.72,66.81,86.49,,58.59,8.23,57.64,20,High,4,6.2
Female,18,62.82,94.63,47.4,86.97,52.51,8.53,85.52,12.2,Medium,9,5.2
Male,19,76.46,69.5,55.46,90.97,52.28,4,69.15,13.9,Medium,2,6.1
Female,21,98.02,70.71,96.64,,59.36,9.94,59.97,17.7,Low,10,7
Female,19,54.48,65,89.43,85.84,55.03,8.51,90.69,11.2,Low,8,8.7
Male,22,84.15,87.36,86.91,95.81,77.81,9.74,74.43,26.3,High,3,6.5
Male,20,98.11,65.49,91.87,96.04,67.9,8.66,78.38,23.7,Medium,9,8.4
Female,19,65.03,56.16,84.98,85.2,72.25,7.76,57.7,29.5,Low,2,8.9
Female,19,93.07,91.72,47.24,81.85,79.7,9.44,59.64,15.4,Medium,7,6.8
Male,23,96.68,75.81,70.99,76.58,82.96,4.2,56.29,26.8,Medium,6,4.7
Female,18,87.35,75.49,66.65,59.16,82.41,7.83,75.73,24.5,Low,8,8.4
Male,22,61.57,76.65,58.67,,63.04,2.13,88.78,25.8,Medium,3,8.3
Male,19,66.7,83.13,90.04,74.29,90.48,7.33,86.61,22.2,Low,6,8.3
Female,22,51.79,58.78,67.85,57.97,95.89,7.85,63.06,13.7,High,2,8.8
Male,18,91.57,42.03,43.62,78.85,65.8,7.17,92.58,11.1,Medium,10,5.4
Male,23,92.48,88.64,56.5,82.29,50.85,8.5,55.28,11.8,High,10,5.7
Male,22,81.64,47.73,53.72,76.28,94.96,4.13,55.7,19.2,Medium,7,7.4
Female,24,67.63,83.31,93.25,51.82,96.18,5.45,92.47,27,Medium,3,6.8
Male,18,53.84,44.94,78.85,52.89,52.55,0.11,62.22,16.2,Medium,5,8.3
Female,18,87.65,62.52,73.62,,50.25,1.46,85.41,20,Medium,3,5.3
Female,21,86.33,43.78,70.4,57.68,90.82,6.44,50.45,23.3,Medium,10,7.3
Female,23,95.63,71.33,79.01,99.49,65.07,5.62,54.68,26.4,Medium,1,8.7
Male,23,86.53,79.19,85.29,67.22,95.73,1.97,80.46,21.2,Medium,1,5.1
Male,24,91.43,50.29,73.26,64.6,60.84,2.43,59.12,20.7,High,10,5.5
Female,22,87.3,62.3,96.3,52.61,93.06,3.44,51.41,29.7,Medium,4,6
Female,20,81.53,95.81,98.61,81.77,53.43,7.16,73.35,26.6,High,5,4.4
Male,24,71.35,66.54,99.72,82.61,63.03,6.1,66.53,23.3,High,1,4.9
Female,21,95.11,88.15,80.16,58.77,98.66,0.7,90.11,25.8,Medium,10,5.9
Female,23,,95.63,95.96,95.96,61.56,7.6,90.94,30,High,3,4.4
Male,18,69.92,98.46,64.27,90.02,56.65,2.63,80.72,17.6,Medium,3,5.8
Female,23,54.17,93.9,91.58,61.52,92.85,6.72,64.65,22.6,High,2,5.2
Male,24,,59.04,94.55,74.29,55.89,1.23,73.08,25.3,Low,6,8.3
Male,20,77.19,97.75,94.25,72.92,54.87,9.98,85.11,16.1,Low,2,7
Female,19,63.78,88.74,89.85,67.43,66.17,0.8,53.47,28.9,Medium,4,8.5
Male,19,61.06,90.23,64.4,90.88,81.77,7.42,66.62,14.6,Low,5,5
Male,23,76.37,40.91,49.53,55.46,85.54,5.41,91.12,11.1,Medium,3,4.4
Male,23,58.49,97.25,60.04,70.77,94.06,0.86,70.3,21.9,Low,1,5.8
Female,21,90.02,86.69,86.04,71.4,77.05,0.27,81.23,7,High,1,4.3
Female,23,74.22,86.08,53.97,73.44,69.67,3.63,54.82,8.2,Medium,1,8.4
Female,20,78.69,44.89,68.7,,67.94,8.02,88.85,29.3,Low,6,4.9
Male,23,57.37,53.95,73.92,60.91,92.35,0.41,55.02,12,Medium,4,4.7
Male,22,66.23,97.74,76.23,55.15,86.19,7.04,93.08,5.8,Medium,6,7.9
Female,24,70.5,70.04,96.14,80.89,95.27,6.55,55.33,16.9,High,1,7.6
Female,20,,63.87,79.69,58.69,98.2,2.66,94.54,26.7,Medium,5,4.3
Male,21,88.51,90.4,87.18,53.75,65,0.77,68.19,13.3,Low,1,6.5
Female,22,61.15,45.24,74.91,71.33,76.48,9.15,81.23,15.5,High,4,6.2
Female,22,80.81,65.02,90.01,60.98,81.59,3,92.33,8.9,High,9,5.9
Female,24,62.17,62.54,55.82,68.06,58.19,1.11,50.51,13.7,Low,6,4.6
Female,19,99.41,60.99,52.59,62.99,52.67,6.82,63.28,29.1,Low,4,7.9
Female,20,97.61,58.46,95.58,54.63,93.39,2.17,95.42,26.9,Medium,10,5.2
Male,24,78.16,52.6,81.61,78.02,76.78,4.76,69.41,23.5,Medium,7,6.3
Female,22,84.95,50.37,80.29,51.35,78.54,0.5,85.32,24.7,Medium,10,8.4
Female,21,90.07,78.42,68.04,98.32,77.75,9.93,57,21.7,Low,10,5.6
Male,24,86.05,95.16,62.6,,87.75,4.48,83.92,7.9,Low,1,4.2
Male,19,84.99,70.53,73.34,84.76,57.28,9.99,53.66,7.9,Medium,1,8.4
Male,22,,57.88,47.23,90.52,80.7,3.86,85.87,18.4,Low,5,6.5
Male,24,79.82,49.55,67.28,63.96,73.47,3.48,66.19,19.9,Low,7,6.5
Female,20,81.82,89.81,67.32,87.44,94.85,9.15,73.29,29.3,Medium,9,6.8
Female,19,92.46,98.29,72.3,91.62,75.98,3.29,58.31,16.3,Low,9,4.9
Female,20,83.49,60.95,78.08,62.07,97.15,4.32,81.39,27.9,Medium,10,7.6
Female,20,86.65,57.46,97.44,99.62,67.66,0.78,66.88,29.8,Medium,8,5.2
Male,20,61.71,76.09,79.13,51.03,98.34,9.55,69.17,26.1,Low,2,5.5
Male,24,68.56,86.52,93.02,60.85,93.76,0.85,82.61,15,Medium,1,7.2
Female,19,57.37,67.32,73.38,89,79.21,7.71,58.94,23.8,Medium,3,7.7
Female,24,75.29,77.8,77.62,59.71,67.69,5.39,92.6,18.6,Low,1,7.7
Female,24,72.79,82.99,44.19,84.91,68.8,0.61,86.96,10,Medium,1,4.4
Female,24,99.86,97.64,48,92.78,88.64,0.02,78.89,8.2,Low,8,7.8
Male,22,80.56,49.9,74.78,97.96,79.03,9.36,56.42,6.8,Low,3,7.3
Female,23,89.32,99.84,63.74,73.71,70.08,7.42,84.36,13.2,Low,2,7
Male,18,66.7,63.53,87.93,,81.8,6.86,50.9,22.2,Medium,6,8.8
Male,22,91.58,83.39,72.59,70.58,86.66,4.39,90.22,27.8,Medium,1,5.7
Male,19,80.75,74.34,92.94,60.91,51.15,2.39,65.19,13,Low,2,7.4
Male,18,84.85,69.2,98.34,75.7,54.49,6.8,55.86,18.3,High,4,6.9
Female,18,64.72,81.88,48.86,82.49,54.72,6.08,58.22,16.7,Low,7,5.9
Female,18,77.43,63.75,63.69,72.9,61.6,7.26,98.16,7.7,Low,2,7.9
Female,23,81.7,47.57,79.9,78.35,71.35,3.66,88.69,24,Low,4,6
Female,24,79.45,69.33,58.33,70.82,90.18,9.87,61.89,18,Low,4,6.8
Male,21,,71.31,56.02,76.24,67.55,0.67,98.17,27.9,High,8,6.8
Male,19,94.91,52.11,88.82,97.63,50.87,0.8,57.01,25.9,Medium,7,6.6
Male,23,98.55,96.14,98.82,74.99,74.17,9.17,86.68,12,Medium,7,6.3
Female,23,83.37,53.65,86.43,62.66,99.83,6.48,82.84,12.8,Medium,9,4.8
Male,21,98.6,64.55,71.42,87.94,67.45,3.26,91.07,18.4,Medium,3,5.2
Male,18,91.62,49.3,66.55,,98.06,7.62,69.08,8.1,High,3,4.6
Male,24,63.54,72.15,72.38,90.81,55.07,4.53,70.09,11.3,Low,10,7.6
Male,21,,58.46,67.77,52.84,58.65,0.21,81.23,25.5,Low,9,7.7
Female,21,61.92,69.36,70.17,66.61,86.21,6.51,69.91,8.8,Low,2,7.2
Male,23,50.21,53.48,52.21,54.72,75.06,2.43,52.07,18.7,Low,3,8.6
Male,19,59.4,43.23,94.22,54.27,88.26,1.15,86.49,14.8,Medium,9,5.3
Female,20,50.2,86.75,85.27,82.92,93.18,2.25,82.05,10,Low,10,8.1
Female,24,85.99,78.47,80.86,69.27,62.55,4.76,71.19,29.2,High,6,4.9
Female,21,71.28,60.44,97,93.57,84.14,0.5,65.14,25.6,Low,5,4.3
Male,24,65.63,42.85,57.06,75.82,80.38,8.83,66.04,11.7,Low,9,4
Male,21,88.09,91.93,44.87,64.77,93.08,5.6,87.05,24.6,High,7,6.9
Male,18,,50.19,89.57,86.04,71.51,2.93,86.46,5.2,Medium,2,7.9
Male,24,98.76,95.84,99.91,,52.59,6.87,90.95,11.9,Medium,10,8.1
Female,18,82.1,68.72,74.71,89.98,78.71,8.04,88.11,7.7,Low,9,6.4
Male,23,73.08,60.42,43.53,,97.94,6.14,87.9,15.6,Low,6,4.3
Male,18,65.26,84.51,86.83,58.35,50.73,2.02,62.59,20.9,High,3,4.2
Female,24,61.12,92.61,44.42,83.52,62.01,1.1,55.08,9.3,Medium,1,8.6
Female,22,60.65,62.24,72.4,69.58,65.8,8.6,88.09,11,Low,4,4.5
Female,24,70.46,64.44,56.65,73.16,88.29,2.35,54.93,14.8,Low,8,7.9
Male,21,99.59,65.99,94.9,96.08,66.16,0.2,99.11,20.8,Low,5,4.3
Male,18,50.04,95.34,67.08,68,61.95,6.43,93.75,12.8,High,5,4.9
Male,19,59.86,81.55,93.91,80.6,82.43,1.53,76.67,20,Medium,2,4.8
Male,22,59.42,54.86,57.94,68.17,52.32,9.91,67.61,13.7,Medium,4,5.4
Male,23,85.86,51.1,63.24,54.74,58.53,8.7,76.34,11.4,Medium,4,6
Female,20,,53.82,96.83,72.68,70.4,6.08,86.72,26.4,High,9,4.6
Female,21,72.86,55.81,52.08,79.85,67.78,8.34,87.82,14.6,Medium,7,8.9
Male,21,57.43,53.81,74.71,70.38,67.36,4.71,53.68,28,Medium,7,4
Male,19,70.25,79.51,63.31,69.53,55.43,7.88,90.24,12.6,Low,9,7.9
Male,20,55.16,46.96,86.45,91.02,68.04,6.47,82.07,18.6,Medium,9,6.6
Male,20,76.65,63.24,47.76,51.48,89.9,0.29,52.03,6.3,Low,5,4.4
Male,23,54.9,77.5,66.23,64.78,70.69,9.49,65.66,22,Medium,1,4.6
Female,23,89.53,57.45,81.94,90.59,79.31,8.61,75.53,24.9,Low,2,6.9
Female,22,78.33,43.92,64.42,96.03,58.18,9.53,59.42,29.3,Low,8,5.6
Female,21,86.2,44.91,43.51,70.61,53.49,7.31,57.76,25.9,Low,6,6.3
Male,18,70.93,47.56,82.31,94.44,94,4.12,50.71,12.8,Low,10,6.7
Male,23,69.07,90.15,70.19,59.95,66.57,2.07,95.58,18.9,Low,8,6.9
Female,19,54.91,79.47,40.68,61.07,67.52,1.8,52.81,19.8,Low,3,6.9
Female,19,76.19,43.87,76.76,,93.88,1.45,68.3,6.4,Low,3,4.4
Male,19,75.73,63.46,95.19,95.16,85.39,2.21,60.29,6.8,Low,6,7.7
Female,24,73.41,56.72,46.66,61.14,87.81,5.51,87.05,13.1,High,4,5.5
Female,23,87.03,74.68,75.44,52.97,84.1,6.84,85.36,23.6,Low,4,4.6
Male,23,,71.37,83.72,,55.29,3.14,90.31,12.1,Low,4,4.5
Female,19,87.54,68.87,44.25,63.07,97.9,5.49,80.84,26.9,Medium,2,5.2
Female,23,57.19,58.87,41.36,88.07,95.46,3.41,79.58,21.1,High,7,7.1
Female,24,81.1,48.27,67.85,75.5,61.81,6.97,70.36,16.7,Low,5,6.4
Male,18,54.02,84.54,87.47,72.78,90.2,9.88,81.82,18.5,Low,5,4.5
Female,18,84.73,92.79,49.64,79.21,70.47,6.89,55.76,13.3,Medium,7,4.2
Female,22,69.09,96.65,90.2,94.51,84.19,0.59,84.23,29.3,Low,5,4.1
Female,21,56.62,43.52,79.39,54.52,58.28,4.77,55.19,9.4,High,1,6.1
Male,18,93.1,84.39,59.93,84.74,76.93,7.7,93.09,26.5,Medium,2,7.9
Male,22,80.7,83.59,70.95,96.34,56.33,5.42,75.28,22,Medium,5,6.9
Female,20,67.74,96.83,97.93,60.67,76.81,9.51,76.52,22.8,Medium,7,8
Male,21,51.54,55.17,52.99,91.89,62.18,0.55,79.24,25.9,Low,10,5.6
Female,18,76.87,84.53,69.97,84.9,72.62,2.91,88.8,8.4,Low,2,4.7
Male,24,96.16,43.28,77.47,50.72,83.4,2.21,73.92,22.4,Low,8,8
Male,20,79.82,77.87,48.28,61.58,93.85,7.68,71.38,24.4,Medium,5,7.6
Female,22,98.58,61.05,42.61,80.29,58.26,5.24,64.42,29.6,High,9,6.9
Female,18,,86.13,40.81,75.12,94.66,1.38,56.4,23.7,Low,6,8.4
Female,18,,91.8,59.48,76.4,69.5,2.86,59.52,28.8,Low,3,7.2
Male,23,89.91,61.89,44.44,61.6,92.19,5.23,50.03,26.2,Medium,6,6.6
Female,20,76.28,71.54,88.23,,75.63,9.96,93.47,26.9,Low,9,6.5
Male,18,,47.04,99.84,63.32,93.11,3.64,88.25,27.9,Low,1,7.1
Male,19,79.14,65.01,43.68,69.47,83.14,1.57,60.93,18.3,High,1,6.6
Female,24,80.59,61.65,65.96,68.45,75.44,4.97,50.12,22.8,High,8,5.4
Male,23,86.44,50.99,41.54,83.6,65.63,3.1,74.61,8.1,High,7,8.8
Female,23,88.06,93.67,48.04,54.51,98.45,5.66,70.63,13.9,Low,1,8.8
Male,18,88.54,48.89,59.38,60.28,90.04,4.67,88.8,27,Low,8,4.8
Female,24,83.17,78.14,63.62,60.02,69.06,6.89,70.14,29.4,Medium,5,6.7
Male,23,60.79,93.41,96.39,55.42,58.34,9.14,93.21,7.8,Low,9,7.9
Male,21,70.21,94.72,63.75,60.38,88.98,2.01,54.79,19.7,Low,3,4.3
Female,20,88.81,87.59,69.78,80.35,99.5,8.21,68.29,23.4,Medium,5,4.6
Male,21,,50.57,54.74,86.61,63.95,9.49,96.7,17.9,Medium,7,6.7
Female,22,53.95,89.05,40.01,83.02,95.79,3.74,50.59,10.8,Medium,10,4.1
Male,21,76.78,56.59,93.96,73.76,56.27,1.14,69.54,6,Low,8,8.2
Male,24,65.63,95.34,44.9,52.62,97.61,8.22,62.99,28.8,Medium,3,8.4
Male,19,61.27,82.55,97.85,97.95,87.27,7.01,76.59,10.9,Medium,1,7.7
Female,23,75.29,87.12,47.85,58.4,67.33,2.13,63.94,12.5,Low,6,8.1
Female,24,80.3,45.1,76.29,83.42,65.23,4.45,93.5,21.1,Medium,5,7.4
Female,23,,74.97,99.96,95.64,82.17,5.78,96.86,15.7,Medium,5,4.7
Female,19,89.01,89.27,48.31,84.89,79.68,1.7,92.46,15.6,Low,6,4.1
Female,23,90.99,91.7,65.44,60.9,95.95,7.15,69.93,7.1,Medium,3,8.2
Male,21,98.28,41.72,86.83,65.79,88.31,6.9,99.5,29.8,Low,5,7.5
Male,22,59.03,96.35,41.93,,77.02,8.87,86.75,12.1,High,10,6
Female,18,79.73,42.6,81.39,80.64,96.38,5.67,67.78,7.8,Medium,1,8
Male,19,,76.87,44.82,80.65,79.64,5.74,54.68,22,Medium,8,4.3
Male,21,66.74,81.6,54.19,86.28,92.48,6.19,83.35,23.8,Low,9,5.6
Male,24,78.28,46.44,49.6,50.55,92.05,2.74,86.43,5.6,High,4,5.7
Male,21,89.12,42.88,94.44,90.89,95.96,7.59,56.12,11.7,High,5,4.5
Female,21,51.15,87.09,50.83,86.94,53.38,6.62,77.49,9.9,Low,7,7.7
Male,18,98.47,63.08,42.43,57.04,79.19,8.39,99.35,24.7,High,10,7.9
Female,20,90.49,46.43,75.26,67.38,73.42,7.69,66.31,9.6,Medium,5,6.9
Female,23,87.56,85.76,60.77,81.93,74.53,6.39,65.09,10.9,Medium,4,6.1
Male,23,88.02,90.95,64.34,74.79,73,1.61,95.17,29.7,Low,8,7
Female,24,69.45,75.24,47.14,55.75,91.87,9.19,55.87,22.6,Low,6,8.5
Male,22,87.58,49.67,84.89,54.37,65.92,3.67,96.68,14.7,Medium,2,5.8
Male,24,69.34,40.91,76.09,89.07,73.14,9.64,88.97,23.8,Low,4,5.7
Male,20,,82.05,61.85,57.8,60.03,4.02,69.54,16.7,High,3,7.1
Female,23,,73.01,50.29,58.6,62.59,1.46,54.18,10.3,High,2,7.4
Female,22,64.62,79.05,75.61,91.55,83.02,8.85,50.96,17.2,Medium,6,6.3
Female,24,77.57,88.79,86.72,80.61,55.85,7.95,68.79,24.3,Low,10,8.3
Male,22,65.96,66.05,58.74,80.24,59.39,7.86,85.27,9.5,Medium,1,5.8
Male,21,71.21,47.47,41.55,73.97,76.4,0.89,74.38,17.1,Low,10,7.2
Male,19,74.62,96.4,52.86,,52.19,8.79,86.93,8,High,4,7.3
Female,21,92.82,72.72,80.94,80.09,56.35,5.96,83.53,26.1,Medium,8,5.5
Male,18,76.16,76.92,99.35,98.39,93.17,4.7,78.65,25.5,Low,5,4.1
Male,23,68.12,96,40.8,61.15,92.31,9.13,98.37,21.8,Medium,3,8.1
Female,22,62.39,95.9,58.37,60.73,67.39,6.66,86.42,28,Low,2,6.4
Female,24,70.43,74.33,43.72,52.86,67.4,1.33,95.73,15,Low,6,4.5
Female,19,75.79,57.86,58.98,82.91,96.83,5.2,62.11,8.3,Low,4,8.8
Male,24,87.31,99.83,64.35,77.45,51.29,6.37,85.68,29.4,High,7,5.5
Male,23,56.05,80.85,95.25,55.56,79.01,8.99,79.89,17.8,Medium,8,6.4
Male,22,61.08,64.51,44.83,68.23,79.87,2.8,96.21,16.9,Low,9,6.4
Female,22,68.98,73.59,86.63,58.93,89.39,7.94,75.52,6.6,Low,7,5.9
Female,21,,64.95,63.73,66.57,97.59,8,63.98,19.3,Medium,9,4.8
Female,19,69.59,93.3,88.68,97.56,67.79,1.28,69.24,21.1,Medium,4,7.5
Female,19,89.68,68.95,70.8,84.17,71.89,0.17,60.94,16.8,Low,1,5
Male,23,66.21,89.41,42.36,50.38,83.56,5.81,61,27.8,Medium,7,7.4
Male,22,75.09,90.41,96.77,62.63,98.36,7.89,73.52,23.6,Low,2,8
Male,19,81.2,89.46,44.96,50.52,94.54,5.54,94.63,6,High,10,4.1
Male,19,61.61,83.33,75.86,85.74,83.35,8.13,59.59,18.6,Low,9,7.7
Male,24,85.93,91.29,92.66,73.47,92.84,6.22,64.39,29.8,High,6,7.2
Male,23,77.36,63.23,44.79,99.7,54.26,6.53,92.65,10,Medium,9,5
